artist_name,track_name,track_id,album_id,artist_id,track_popularity,artist_popularity,artist_genre,duration_ms,release_date,release_date_precision
Robbie Seed,I Choose You (Mixed),3nKwUbY7ZfQpT9jKmrerKX,4OaMsk8VihZmMNIx8oYdoo,6jbM9dszTY66L2Q7E1U0ll,28,33,"['cosmic uplifting trance', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",58293,2021-12-09,day
Summer Walker,No Love (with SZA),08SB2OtZkaliju77WYEKxk,4lPqFAvgmG97pxyxQsyCQx,57LYzLEk2LcFghVwuWbcuS,77,76,"['pop', 'r&b']",231497,2021-11-05,day
Saliva,Greater Than/Less Than - 2021 Version,3AXH7PCgnMVIlafuRAMhdL,2R65EtenDA8oYEM6x8J5Rq,5S6hjAxgxjsLylsTtMIimO,16,60,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']",275062,2021-05-07,day
Jason Aldean,If I Didn't Love You,1WQ40xJSvgDmD9K7ckJwux,2cydSJJLXu2TtP9VoOnGn4,3FfvYsEGaIb52QPXhg4DcH,74,74,"['contemporary country', 'country', 'country road']",212030,2021-11-12,day
Andrew Rayel,Blue Roses (Mixed),1oWb8FCkfLcDGwg20xFWNA,4OaMsk8VihZmMNIx8oYdoo,1UtBjqMZBAmqIPlDrKu7Tr,28,52,"['edm', 'moldovan pop', 'pop dance', 'progressive house', 'trance', 'uplifting trance']",127053,2021-12-09,day
Young Stoner Life,Solid (feat. Drake),6rTInqW3YECMkQsBEHw4sd,3ihwKkIMJWmmp1huNH0iWC,1xr2G8Hlx4QWmT9HaUbmoO,77,66,"['hip hop', 'rap', 'trap']",215693,2021-04-16,day
Armin van Buuren,Magico (Mixed),1eS6ltwLFGCNJcxsSmgJSb,4OaMsk8VihZmMNIx8oYdoo,0SfsnGyD8FpIN4U4WCkBZ5,28,72,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",60893,2021-12-09,day
Adele,Oh My God,3Kkjo3cT83cw09VJyrLNwX,21jF5jlMtzo94wbxmJ18aa,4dpARuHxo51G3z768sgnrY,85,83,"['british soul', 'pop', 'pop soul', 'uk pop']",225148,2021-11-19,day
Armin van Buuren,For All Time (Mixed),2NuSFAleZc0JdDf1A6jTsh,4OaMsk8VihZmMNIx8oYdoo,0SfsnGyD8FpIN4U4WCkBZ5,28,72,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",120000,2021-12-09,day
Drake,What’s Next,3aQem4jVGdhtg116TmJnHz,5LuoozUhs2pl3glZeAJl89,3TVXtAsR1Inumwj472S9r4,77,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",178153,2021-03-05,day
Roger Shah,Burasari (Mixed),74axr78YWM39N5O6rWkp2c,4OaMsk8VihZmMNIx8oYdoo,3dAnWbqTzCOK1jdiK2v3gI,28,45,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",57306,2021-12-09,day
Diane Guerrero,What Else Can I Do?,3XoYqtiWHhsk59frZupImG,25L8ck3KGcmCo3901ztPzR,18MFcGBHtyW0mU3ufcm0X1,77,66,[],179426,2021-11-19,day
Free-Out,Free-Out 2021 Cypher,7rb39RKdsa91QhrokuBzrA,1XN9lSCjzmNkvywPDtDzRx,1iGjr5UTUwanrkWu2H5GGX,21,5,[],512591,2021-12-25,day
Eyedress,Something About You,6RiiSy9GzSwiyDEJDiMuKe,0QB8JzlX70ame6G972aEF1,3XxNRirzbjfLdDli06zMaB,78,70,['noise pop'],153312,2021-08-27,day
ChuggaBoom,14 Year Olds Have More Sex Than Me (2021),5Mk5vb054ESVRadYxkuQZP,5KDaMeyb0g1wd9RjkXoTnx,5DBs1IDEsrY2W92Rfl5qI3,15,31,['post-screamo'],184000,2021-07-23,day
Rauw Alejandro,Desesperados,6ZOcbKub95XSDESsKKuH41,3w1Tr9F91XMcsmBJQ8hS7H,1mcTU81TzQhprhouKaTkpq,88,89,"['puerto rican pop', 'trap latino']",224996,2021-12-11,day
A.r.d.i.,I Am (Mixed),4Nnvq83FTlSmYD9Z8uKGFM,4OaMsk8VihZmMNIx8oYdoo,3YuoklWyBiIF1PK62ndmcc,27,30,"['deep uplifting trance', 'progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",84720,2021-12-09,day
Carly Pearce,What He Didn't Do,5OLaVCAM2pqg7X9mAM2W8M,5lwUnuV4PJekfTcYIbkq6a,4sIl4BTo9l9KqEi0Y3RE72,74,63,"['contemporary country', 'country']",191226,2021-09-17,day
ReOrder,You Should Know (Mixed),2yCXrqji8SdwbGKSiBEcrf,4OaMsk8VihZmMNIx8oYdoo,6wfno0FdSaJa3DHHBuY1jy,28,42,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",70600,2021-12-09,day
Giveon,For Tonight,61Emqg95O9zo1GNOcyxq4Y,5cAd6WOG1zVNQ2KDCOLtuf,4fxd5Ee7UefO4CUXgwJ7IP,78,79,"['pop', 'r&b']",193821,2021-09-24,day
Roman Messer,The River (Mixed),0yLzMsIoDC3KSoyFE95CfR,4OaMsk8VihZmMNIx8oYdoo,25DnzR3jtrD8StkyyRCvHR,27,47,"['progressive uplifting trance', 'russian trance', 'trance']",70560,2021-12-09,day
Kanye West,Moon,7CC6UbCs4iGsePSzFxYxNn,5CnpZV3q5BcESefcB3WJmz,5K4W6rqBFWDnAN6FQUkS6x,77,90,"['chicago rap', 'rap']",156091,2021-08-29,day
Sunlounger,Sail Away (Mixed) - Roger Shah & Yelow Uplifting Mix,3zAGemGedi9wTBQoJ7Nsqq,4OaMsk8VihZmMNIx8oYdoo,39xJyKl2iYCAQywsUk4aWg,27,45,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",56013,2021-12-09,day
Kanye West,Hurricane,6Hfu9sc7jvv6coyy2LlzBF,5CnpZV3q5BcESefcB3WJmz,5K4W6rqBFWDnAN6FQUkS6x,78,90,"['chicago rap', 'rap']",243187,2021-08-29,day
Crucial Dudes,Doubt (2021 Remaster),2jR8DJ2Fw4zajCym6cjiik,3nmkqwAYrz7BhOQeoqypSb,5ccLp1eIj7ufwLUpVLmSFl,13,22,"['alternative emo', 'anthem emo']",73367,2021-01-08,day
Muni Long,Hrs & Hrs,3M5azWqeZbfoVkGXygatlb,2ngrG39dI2ofhCxjmFnKv5,7tjVFCxJdwT4NdrTmjyjQ6,78,64,"['indie r&b', 'pop', 'pop r&b', 'pop rap', 'r&b']",204316,2021-11-19,day
Pepper Coyote,"No Conventions This Year, Pt. 2: July 2020 - January 2021",25ygYDbBsCJW12P87UFb8z,7Ll2RYkXA9coPGmqJ0fJ95,4BaRyymiAjO4Q0PPG1dai5,13,37,[],463169,2022-02-13,day
42 Dugg,4 Da Gang (with Roddy Ricch),1mAey8kEPmDM2icL56kS9d,4zJiUubJvgUJNq0BVD9Mvs,45gHcnDnMC15sgx3VL7ROG,74,73,"['detroit trap', 'rap', 'southern hip hop', 'trap']",156367,2021-05-21,day
Armin van Buuren,A State Of Trance Year Mix 2021 (Mixed) - Outro - Power Of The Present,7g0qPCcuRO60Oqfx9N0uCq,4OaMsk8VihZmMNIx8oYdoo,0SfsnGyD8FpIN4U4WCkBZ5,22,72,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",47986,2021-12-09,day
BoyWithUke,Toxic,2gQPv5jvVPqU2a9HhMNO1v,4cmu24lnj0NI8lHG6vra6h,1Cd373x8qzC7SNUg5IToqp,83,77,[],168020,2021-10-29,day
Aly & Fila,Hymn Of Hope (Mixed),4EJmC3zQjol2EgBj3r3jS2,4OaMsk8VihZmMNIx8oYdoo,2hL1EouqXLtBEB6JKnPF0h,27,46,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",55626,2021-12-09,day
Nardo Wick,Me or Sum (feat. Future & Lil Baby),2HHLfzE7PkljuqyYU4vwmh,338LPt19lJ2GiGmxDSOAtR,0Njy6yR9LykNKYg9yE23QN,74,68,"['florida rap', 'trap']",225533,2021-12-03,day
Lakou Mizik,Ogou (Pran Ka Mwen) - Mixed,5h17kD9wdSSbncskXxpxTT,3zIUPOvazNB5crfiDdXcwq,2AzO6D2TXB9qEqL6UfUU8r,23,36,['haitian dance'],272416,2021-12-17,day
Conan Gray,People Watching,4JeOesjcWWlprTAvucDSJX,03HTFr18vhLwCLFq6kWHIw,4Uc8Dsxct0oMqx0P6i60ea,79,80,"['bedroom pop', 'pop']",158536,2021-07-15,day
KhoMha,Oblique (ASOT 1047) [Tune Of The Week],0wS6mm5WOIgkgqqhgyPzDf,6HVBy8FLAoYr6B2pd71n2o,4ngwbMFTQKrLkLfREBYrvW,30,43,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",149562,2021-12-16,day
Niko Moon,GOOD TIME,2S8UMuLJ0z8agFgFGJ6Ztt,5WvmRAsjmB3uPLoFeCioC5,6Rw7DRa1dzChBvxGPCpOxU,73,60,['contemporary country'],214720,2021-08-27,day
Ciaran McAuley,Tears Don't Mean You're Losing (Mixed),0bS9nXQMa8N1pWeitVo41G,4OaMsk8VihZmMNIx8oYdoo,4tTgD3KLaNlHg2nxAgGaRi,27,38,"['irish electronic', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",85973,2021-12-09,day
Coldplay,My Universe,3FeVmId7tL5YN8B7R3imoM,39McjovZ3M6n5SFtNmWTdp,4gzpq5DPGxSnKTe4SA8HAU,86,86,"['permanent wave', 'pop']",228000,2021-09-24,day
Giuseppe Ottaviani,Glowing In The Dark (Mixed),1yOJVnFH64lwAunSa8vhDy,4OaMsk8VihZmMNIx8oYdoo,5B9q1NRokzWYB7nSgnlHyv,28,48,"['italian trance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",70440,2021-12-09,day
Drake,Yebba’s Heartbreak,1PDP7mLiAMwhfmgIwzhOm2,3SpBlxme9WbeQdI9kx7KAV,3TVXtAsR1Inumwj472S9r4,78,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",133762,2021-09-03,day
Andy Moor,More Than Love (Mixed) - Craig Connelly Remix,2QC7dzGnVkQMnWqH35Y39I,4OaMsk8VihZmMNIx8oYdoo,0Fn4agIyGMwQsKHrx1i8Dn,27,43,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",111333,2021-12-09,day
Mareux,The Perfect Girl,5RBOcBpJXaNnHCGViJmYhh,2JnZQM70jbT0J1Xq0qgl24,7riQPkkGZBnTh9ve5qIhYo,81,64,['dark synthpop'],194423,2021-12-08,day
Craig Connelly,Keep Me Believing (Mixed),0Fx7NpJ7PX79cg3XoKM2by,4OaMsk8VihZmMNIx8oYdoo,78UUH1buA0gDtDnkX2dPgL,27,46,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",97413,2021-12-09,day
Saweetie,Best Friend (feat. Doja Cat),2etHQJxIbV0soyPhelVs9Y,28Yv9BE6ZI6dccK0sxbEq4,6cK3NBO6uP7hh0oyuVELFl,77,73,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",155883,2021-01-07,day
Matt Monro,Music To Watch Girls By - Remastered 2021,1y7ShciZ58ZFbiEynqjX7b,5Vayg7lYTZz5h5T2CFVmN4,06kr5yNAM2rOf4DXemM8fl,22,51,"['adult standards', 'brill building pop', 'classic uk pop', 'easy listening', 'lounge']",133816,1967-08-07,day
Gabby Barrett,Pick Me Up,7xNYZeFtrB05pi9tc6lEeb,0AFaIppKjr2lO1pCjx1wK5,6Iz3eq2aQGFf7TbGT2iahL,73,64,"['contemporary country', 'country pop']",169440,2021-11-05,day
Eli & Fur,Come Back Around - Mixed,0m3O2vWujP9rADynRLwB3x,3zIUPOvazNB5crfiDdXcwq,5CkVLGKUJkIc1pmSk10QP4,21,53,"['house', 'progressive house', 'tropical house']",224926,2021-12-17,day
Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,4q4rHdKxyCzxuQrPcdjPyC,21UPYSRWFKwtqvSAnFnSvS,82,65,"['afro r&b', 'ghanaian alternative', 'ghanaian pop']",204763,2021-09-16,day
Stoneface & Terminal,Moonscape (Mixed),6cIsxNrm1X7ScYDsfdYtyn,4OaMsk8VihZmMNIx8oYdoo,3Mqc1pY8uwTjUiW0womxWk,27,34,"['deep uplifting trance', 'progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",84226,2021-12-09,day
Dierks Bentley,Beers On Me,19ZzEzb4BVK1wVO4brrmZz,5MCXOrCsU3R1xQ3kLI4oXM,7x8nK0m0cP2ksQf0mjWdPS,73,68,"['contemporary country', 'country', 'country road']",174680,2021-07-29,day
BT,Walk into the Water (Mixed) - Craig Connelly Remix,1UVkWQxfZ7RP6Q4GUVOrb5,4OaMsk8VihZmMNIx8oYdoo,64MoFdq8ORI3V98AR5SPWL,26,46,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",38946,2021-12-09,day
Los Gemelos De Sinaloa,Si Me Ven,5SkLd0qWWqYtv3Ry0dIyIh,5Z16tpUTnDDwejC6Dvad5r,1Zkxm1dM3HI3QkTmxUEVQA,77,69,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']",174432,2021-04-28,day
Ferry Corsten,Bloodstream (RES006),43AKizbDJBue7Y732kY1En,0rlshUNVQCejnzuTA49uZ1,2ohlvFf9PBsDELdRstPtlP,22,52,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",263213,2021-12-17,day
Lizzo,Rumors (feat. Cardi B),6KgtcmCF9Ky68XC7ezxl3s,7jMo8dhMIorHoLlzTisjJy,56oDRnqbIiwx4mymNEv7dS,76,80,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",172832,2021-08-13,day
Armin van Buuren,Lost In Space (Mixed),15fgHpIeaDJ4BpzpRBSCe9,4OaMsk8VihZmMNIx8oYdoo,0SfsnGyD8FpIN4U4WCkBZ5,26,72,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",83466,2021-12-09,day
Sam Hunt,23,4PuAqZlL1tkidkuxfDlLbF,3i5LIueVgxjgCu1TIZOraP,2kucQ9jQwuD8jWdtR9Ef38,73,71,"['contemporary country', 'country pop']",179720,2021-09-09,day
Crucial Dudes,"Small, Bent and Ugly (2021 Remaster)",5uFXoQPmuYVkwC8fgEt44Y,3nmkqwAYrz7BhOQeoqypSb,5ccLp1eIj7ufwLUpVLmSFl,12,22,"['alternative emo', 'anthem emo']",200080,2021-01-08,day
Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",4yNoUQkYf1QF8iYlEzNynH,5aSofcF0U90UxJaDr62r6X,0Njy6yR9LykNKYg9yE23QN,74,68,"['florida rap', 'trap']",279853,2021-10-08,day
will.i.am,I Like To Move It,0ZmKLjmYt7ESXU0FM6dZz9,02be1tpWqW7XbKIT8jy7th,085pc2PYOi8bGKj0PNjekA,21,72,"['dance pop', 'pop', 'pop rap']",222853,2021-12-10,day
Baby Keem,lost souls (with Brent Faiyaz),02rdXe0KhMe8p6ZHzYtuw0,7n23fjZTviIUnHyvZGQjni,5SXuuuRpukkTvsLuUknva1,77,76,"['hip hop', 'rap']",269727,2021-09-22,day
Liam Melly,Lost (Mixed),1F0zv7y2VhAM6mGn9Rtfn3,4OaMsk8VihZmMNIx8oYdoo,15TOCEFCG40c29gYNX47YD,26,26,"['progressive uplifting trance', 'uplifting trance']",70080,2021-12-09,day
Young Thug,Bubbly (with Drake & Travis Scott),4KDNRh9Oor80z3XIxdWlui,7IKkHmEk4It4cRdOYanyvW,50co4Is1HCEo8bhOyUWKpn,75,84,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",165066,2021-10-15,day
Dan Stone,If I Never Make It Home (Mixed),2gACLh1AqWuMx4F8EH5Cr8,4OaMsk8VihZmMNIx8oYdoo,5AqacAhvN8JCsr00Qk9tb7,26,32,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",43933,2021-12-09,day
Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,1HhNoOuqm1a5MXYEgAFl8o,4fZIyJn2wKb51QPNnWYnqt,53XhwfbYqKCa1cC15pYq2q,84,86,"['modern rock', 'rock']",173381,2021-09-03,day
Matt Monro,There's A Kind Of Hush (All Over The World) - Remastered 2021,1W9Imj1pqWHmvizti6yaR9,5Vayg7lYTZz5h5T2CFVmN4,06kr5yNAM2rOf4DXemM8fl,21,51,"['adult standards', 'brill building pop', 'classic uk pop', 'easy listening', 'lounge']",169731,1967-08-07,day
Morgan Wallen,This Bar,075qcpR3BnxD5CWUIx1HTr,6JlCkqkqobGirPsaleJpFr,4oUHIQIBe0LHzYfvXNW4QM,73,83,['contemporary country'],185280,2021-01-08,day
Coast 2 Coast,Home (Mixed) - Maarten de Jong Remix,25kI66cyMXzikMB9Vwnla7,4OaMsk8VihZmMNIx8oYdoo,5o92GLs23EvUulPx2l5qu9,26,29,['trance'],84666,2021-12-09,day
Only The Family,Hellcats & Trackhawks,53tv6ZbyeAwfAUwFaxYbfO,7HCh4HQHDNZkXphOzb6ugT,3IaKn0ExWTMPqa0mscUYw3,73,62,"['chicago rap', 'rap', 'southern hip hop', 'trap']",146844,2021-03-05,day
Factor B,Sea of Thoughts (Mixed),4iM33cnoIQTzbE403aRO4f,4OaMsk8VihZmMNIx8oYdoo,4OUavLWUepaSy6MNjkNS3g,26,33,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",83453,2021-12-09,day
Masked Wolf,Astronaut In The Ocean,3Ofmpyhv5UAQ70mENzB277,7vus4Q8r5DS2Dl1JClxEsA,1uU7g3DNSbsu0QjSEqZtEd,81,68,['australian hip hop'],132780,2021-01-06,day
Giuseppe Ottaviani,Be The Angel (Mixed),5svnPe1nMAst8KpIr2LsEz,4OaMsk8VihZmMNIx8oYdoo,5B9q1NRokzWYB7nSgnlHyv,26,48,"['italian trance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",56066,2021-12-09,day
Scotty McCreery,Damn Strait,4jp9FimhP2bQ93vR0A5r7b,3WOFt4KvKhIeHN4fckCf5y,6ZV6lGY0prbqpTD0Md8i29,73,61,"['contemporary country', 'country', 'country road', 'modern country rock']",230226,2021-09-14,day
Christina Perri,A Thousand Years,4TcnMCz0d27SsDNihYqFxW,5JkZZ6CtGWSRv3maWUnpL0,7H55rcKCfwqkyDFH9wpKM6,18,70,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",285120,2021-03-26,day
KAROL G,SEJODIOTO,704LUEih663hiE3CnyUrFW,3NRAio2j75NpNvs8KcIgtc,790FomKkXshlbRYZFtlgla,82,87,"['latin', 'reggaeton', 'reggaeton colombiano']",181106,2021-09-21,day
Elvis Costello & The Attractions,This Year's Girl - 2021 Remaster,6kXrnO4SUQCduZcbmlderz,1sEzTKLd1Nv2oGndJa1XMD,4qmHkMxr6pTWh5Zo74odpH,12,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",200853,1978-03-17,day
Grupo Firme,Ya Supérame (En Vivo),6HIIuuUIEzH1meVdGbMXyf,1Aiov6IELpNAdCHMzbz6Ml,1dKdetem2xEmjgvyymzytS,81,80,"['musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']",189050,2021-08-13,day
Lycoriscoris,Shizumu - Mixed,7bHtkwvcDDMOWKBtxtOLyQ,3zIUPOvazNB5crfiDdXcwq,44fky3vQ6AYZ15CmNYrmyt,22,34,['japanese house'],408281,2021-12-17,day
Trippie Redd,Miss The Rage (feat. Playboi Carti),2BITQ360Knh6qNAOqR7Dyq,1FsFHXroF1ILBdVyBRMt3A,6Xgp2XMz1fhVYe7i6yNAax,77,81,"['melodic rap', 'rap', 'trap']",236883,2021-05-07,day
VINTER,Fkn 2021,3lEN4fckwhhZcjfJ3JEHLo,18dI81zyXvNrcrQEXSlCUL,3dcLTNW9IW1C202f0u8r89,19,37,['drift phonk'],116363,2021-12-29,day
Megan Thee Stallion,Megan's Piano,4HyVMzg0sUQsdOxRvSO8Ka,6B26OzQRObxAp1tbf8jeTq,181bsRPaVXVlUKXrxwZfHK,74,80,"['dance pop', 'houston rap', 'pop', 'trap queen']",113429,2021-10-29,day
Enamour,Say Hello - Mixed,6769CicnlEmmeVKBDiYPjG,3zIUPOvazNB5crfiDdXcwq,6D1PUSzHf2Z4jTFIdhjJoO,21,40,"['organic house', 'progressive house']",317641,2021-12-17,day
Danielle Bradbery,Stop Draggin' Your Boots,0ODaBMQ3tbTefbmbMWTwdT,4uWN7YSR2HKkNkrlY9HiQP,5iqStkZi6QmG8sgQZQrfGN,73,59,"['contemporary country', 'country', 'country pop']",164347,2021-07-30,day
Richard Durand,Tree Of Life (Mixed),7bMVusVw0In2X0kthu0X8U,4OaMsk8VihZmMNIx8oYdoo,7wne8sUhTAJdIsnuO4GjnR,26,46,"['dutch trance', 'edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",56933,2021-12-09,day
Drake,No Friends In The Industry,2tUL6dZf1mywCj5WvCPZw6,3SpBlxme9WbeQdI9kx7KAV,3TVXtAsR1Inumwj472S9r4,75,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",204346,2021-09-03,day
Aly & Fila,Gravity (Mixed) - Daxson Remix,6Jh1Z26JEE8RaDZM7onhuD,4OaMsk8VihZmMNIx8oYdoo,2hL1EouqXLtBEB6JKnPF0h,26,46,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",56773,2021-12-09,day
DaBaby,Ball If I Want To,0cu0rhnlCnJ7JIeHRiLpj3,6N9oICOUm4QT2YpWdKwUlu,4r63FhuTkUYltbVAg5TQnk,75,82,"['north carolina hip hop', 'rap', 'trap']",112546,2021-06-18,day
Crucial Dudes,Through Being Crucial (2021 Remaster),1jwmYI1kdJGRfbwrHP8eqh,3nmkqwAYrz7BhOQeoqypSb,5ccLp1eIj7ufwLUpVLmSFl,12,22,"['alternative emo', 'anthem emo']",123798,2021-01-08,day
Lil Peep,nuts (feat. rainy bear),2SabxRgV7VMc1LRHgw0HIo,6BLWg8PQC0yCeCeWSddKaI,2kCcBybjl3SAtIcwdWpUe3,77,80,"['emo rap', 'lgbtq+ hip hop']",85360,2021-12-17,day
015B,Poco (feat. KIM JAEWOO),05TdIyaNA7RWwx9SF4sAYK,0Gqz04ro60qAvB9JbGrsb6,4uU7KfTjcjyKUGWSaTzLu7,20,41,"['classic k-pop', 'k-indie', 'k-rock', 'korean electropop', 'korean pop']",217259,2022-02-24,day
Stephanie Beatriz,Waiting On A Miracle,3oRW9ZGPRbLRMneQ5lwflt,25L8ck3KGcmCo3901ztPzR,5PYToRCsrnvikZg3yl2JMr,75,71,[],161840,2021-11-19,day
Crucial Dudes,Give 'Em The Howard (2021 Remaster),6K2Cn9xFxBipDdruwokCrN,3nmkqwAYrz7BhOQeoqypSb,5ccLp1eIj7ufwLUpVLmSFl,12,22,"['alternative emo', 'anthem emo']",156423,2021-01-08,day
ACRAZE,Do It To It,20on25jryn53hWghthWWW3,58cd90Jkrovggh556JPN9L,4pnp4w9g30yLfVIAFnZMRd,87,69,[],157890,2021-08-20,day
Qrion,Your Love - Mixed,6cUyM9MhGSShqYuxJM3U9q,3zIUPOvazNB5crfiDdXcwq,0bGDTQ78MVgI5Snqo9KJZw,20,42,"['japanese edm', 'japanese house', 'progressive house']",276923,2021-12-17,day
Rebzyyx,all I want is you,7lOvJBqH38ZY59eLU7bioq,4aGM4L8ks2bc51kAKcVA9V,7GcVOOrldYLwxGrCkELOno,79,63,"['hyperpop', 'sped up']",151415,2021-02-09,day
Will Atkinson,The Last Rave On Earth (Mixed),1ikkSjL1wBqzQokv9YGr1e,4OaMsk8VihZmMNIx8oYdoo,5FXLHhKgStv36wfwXMhTWt,25,35,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",63560,2021-12-09,day
Jack Harlow,SUVs (Black on Black),1MIGkQxcdAt2lDx6ySpsc5,4K3SQSfKMXLcVnyUSFELZw,2LIk90788K0zvyj2JJVwkJ,75,86,"['deep underground hip hop', 'kentucky hip hop', 'rap']",157675,2021-08-03,day
Alexander Popov,Angel (Mixed),0iA5bwvBsxdhbu0vF79t9z,4OaMsk8VihZmMNIx8oYdoo,4zNhfG6i4QlfUuzt1hBGu2,25,47,"['pop dance', 'progressive house', 'progressive trance', 'russian trance', 'trance', 'uplifting trance']",70346,2021-12-09,day
JELEEL!,DIVE IN!,0oEAm7huOvXiq7mre8Nual,6BsXBd1w8C4Eh3xSrUCUmQ,1FX1BFU0DbHRYgKP83pA0d,77,60,['rhode island rap'],100500,2021-05-21,day
Somna,Stars Collide (Mixed) - XiJaro & Pitch Remix,75QlmaSRayWKrUfxpFyRe0,4OaMsk8VihZmMNIx8oYdoo,1497VRGLDSi0Tb1sPill0K,25,39,"['progressive trance', 'trance', 'uplifting trance']",84693,2021-12-09,day
Olivia Rodrigo,hope ur ok,1zejeOnykpCoyVSit6Bwp3,6s84u2TUpR3wdUv4NgKA2j,1McMsnEElThX1knmY4oliG,78,85,['pop'],209560,2021-05-21,day
KOAN Sound,Mr Brown - 2021 Remaster,4lAohj2eZlfaorBypduwUp,1jMfsw3GgKVzKzR8jxYoym,1NCLweIUpq8knzemBwAwoo,16,37,"['complextro', 'edm', 'electro house', 'filthstep', 'glitch']",364562,2021-06-11,day
Rvssian,Nostálgico,2BEcap3xJtmiPaHKyfQi4e,3752EkZZ1wjEzZ1MRd9rsV,1fctva4kpRbg2k3v7kwRuS,83,71,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",209883,2021-09-08,day
Crucial Dudes,61 Penn (2021 Remaster),38p68a1uPsCjLp0t4nJ4HC,3nmkqwAYrz7BhOQeoqypSb,5ccLp1eIj7ufwLUpVLmSFl,11,22,"['alternative emo', 'anthem emo']",146851,2021-01-08,day
Maroon 5,Payphone,1LmN9SSHISbtp9LoaR5ZVJ,5x7JzoE4A3DwwU6FPt8qws,04gDigrS5kc9YWfZHwBETP,73,84,['pop'],231386,2021-06-20,day
Armin van Buuren,Turn The World Into A Dancefloor (ASOT 1000 Anthem) [Mixed],5kQADqbby6nrE52qHklhhA,4OaMsk8VihZmMNIx8oYdoo,0SfsnGyD8FpIN4U4WCkBZ5,25,72,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",42333,2021-12-09,day
Clinton Kane,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY,56meo2KJ9tRlaGUHSGfTpP,7okSU80WTrn4LXlyXYbX3P,81,68,"['alt z', 'gen z singer-songwriter', 'pop']",204093,2021-08-20,day
Roman Messer,Lately (Mixed),1wkhmCvEOgCXwoI7PHtIzr,4OaMsk8VihZmMNIx8oYdoo,25DnzR3jtrD8StkyyRCvHR,25,47,"['progressive uplifting trance', 'russian trance', 'trance']",84640,2021-12-09,day
MacKenzie Porter,Pickup,2kEhQe0BVtY8IIaFE5ALA0,75yTVtHRGlobA0IvgGG59X,6nXco5Q3cJJ0ZutnBOsSpq,73,61,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country pop']",168447,2021-11-19,day
Ashley Wallbridge,City of Angels (FYHYM2021),00Un9mq1RL4VE5S1gIj9a4,4UiV2fisGRy8AvtboMHsTr,4hNpdlfPY7R51u4FEkBxJG,22,48,"['pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",55625,2021-12-29,day
