artist_name,track_name,track_id,album_id,artist_id,track_popularity,artist_popularity,artist_genre,duration_ms,release_date,release_date_precision
Doja Cat,Woman,6Uj1ctrBOjOas8xZXGqKk4,1nAQbHeOWTfQzbOoFrvndW,5cj0lLjcoR7YOSnhnX0Po5,92,89,"['dance pop', 'pop']",172626,2021-06-25,day
Otmar Eros,"Year 2016:, Pt. 4",1sUxW2zAmXA7lXHC8Dxu4s,21AA25PUsBnGgzLmiCFhX6,5XY9JN9PcQ41KQTZqtyhsL,26,22,[],69839,2021-03-09,day
Morgan Wallen,Wasted On You,3cBsEDNhFI9E82vPj3kvi3,6JlCkqkqobGirPsaleJpFr,4oUHIQIBe0LHzYfvXNW4QM,84,83,['contemporary country'],178520,2021-01-08,day
Elvis Costello & The Attractions,Pump It Up - 2021 Remaster,3oyc1mIdCBGaU55wX7otqM,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,63,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",196680,1978-03-17,day
Olivia Rodrigo,good 4 u,4ZtFanR9U6ndgddUvNcjcG,6s84u2TUpR3wdUv4NgKA2j,1McMsnEElThX1knmY4oliG,91,85,['pop'],178146,2021-05-21,day
Jay Sean,2012 (It Ain't The End),1ERCOXHQcoLSTlgmNTlcrR,6Yu5seu8YlZCOCF0qYVoIr,4pADjHPWyrlAF0FA7joK2H,57,64,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",222200,2010-01-01,day
Drake,Knife Talk (with 21 Savage ft. Project Pat),2BcMwX1MPV6ZHP4tUT9uq6,3SpBlxme9WbeQdI9kx7KAV,3TVXtAsR1Inumwj472S9r4,86,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",242965,2021-09-03,day
Mr.Kitty,Years - 2021 Remaster,4S4ZY1yKo3WUtzsg3O6hcf,5uwKqWUMTSqRD5AvwzQNYB,0pWwt5vGNzezEhfAcc420Y,24,69,['weirdcore'],214158,2014,year
Nicky Youre,Sunroof,4h4QlmocP3IuwYEj2j14p8,0VaHnwzDug4AcDkejYDUl5,7qmpXeNz2ojlMl2EEfkeLs,90,71,[],163025,2021-12-03,day
Elvis Costello & The Attractions,"Radio, Radio - 2021 Remaster",0qvo5kciIqZJn1t8jdfqDn,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,48,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",186213,1978-03-17,day
Stephen Sanchez,Until I Found You,0T5iIrXA4p5GsubkhuBIKV,18CtLoAMTr7F8ngtuM6D8i,5XKFrudbV4IiuE5WuTPRmT,91,73,['gen z singer-songwriter'],177720,2021-09-01,day
Hop hip show,YEAR 2021,3sNhMmddBLSV8bUaTGLfkg,08iwSUAbnBiT0GROdo9n8C,5Ioq8HOg38X9F4i7ctL0UQ,0,0,[],204291,2022-04-01,day
Lil Nas X,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,6pOiDiuDQqrmo5DbG0ZubR,7jVv8c5Fj3E9VhNjxT4snq,90,82,"['lgbtq+ hip hop', 'pop']",143901,2021-09-17,day
Otmar Eros,"Year 2016:, Pt. 1",48Mk9nvXiHZ9eSDqkX8sSZ,21AA25PUsBnGgzLmiCFhX6,5XY9JN9PcQ41KQTZqtyhsL,22,22,[],59443,2021-03-09,day
Olivia Rodrigo,traitor,5CZ40GBx1sQ9agT82CLQCT,6s84u2TUpR3wdUv4NgKA2j,1McMsnEElThX1knmY4oliG,90,85,['pop'],229226,2021-05-21,day
Elvis Costello & The Attractions,The Beat - 2021 Remaster,1bqlDsBlBPxjK0zuFQcSXq,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,48,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",228973,1978-03-17,day
Drake,Wants and Needs (feat. Lil Baby),65OVbaJR5O1RmwOQx0875b,5LuoozUhs2pl3glZeAJl89,3TVXtAsR1Inumwj472S9r4,84,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",192956,2021-03-05,day
yt music,Year 2021,0DBlFmx6wmnuoLaAl7hfew,39ox1ASUZlSrz7hYZP56ms,4huHjXJ8t0vPyThb3b6oHM,0,1,[],245100,2021-10-31,day
Doja Cat,Need to Know,3Vi5XqYrmQgOYBajMWSvCi,1nAQbHeOWTfQzbOoFrvndW,5cj0lLjcoR7YOSnhnX0Po5,87,89,"['dance pop', 'pop']",210560,2021-06-25,day
Otmar Eros,"Year 2016:, Pt. 2",3DfKQFbKLYCnzluGint477,21AA25PUsBnGgzLmiCFhX6,5XY9JN9PcQ41KQTZqtyhsL,21,22,[],144149,2021-03-09,day
The Kid LAROI,STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,4QLAtpLNUsHEYrcHXmMIZZ,2tIP7SsRs7vjIcLrU85W8J,91,83,['australian hip hop'],141805,2021-07-09,day
Lofi Fruits Music,7 Years,2JjwQsLvMknwKhMRbdC7Mb,35DIb6j45YmbHAfyN7HgaG,1dABGukgZ8XKKOdd2rVSHM,53,73,"['lo-fi cover', 'lo-fi product']",114000,2021-06-09,day
Olivia Rodrigo,deja vu,6HU7h9RYOaPRFeh0R3UeAr,6s84u2TUpR3wdUv4NgKA2j,1McMsnEElThX1knmY4oliG,89,85,['pop'],215506,2021-05-21,day
Duck,Year 2021,4cdcFyEEr2g74eM9m8XohF,497Ds38hwXZwvtKnsMlTFd,4f88qkUphyOUhjuCRR3n53,0,0,[],104668,2021-03-02,day
Justin Bieber,Ghost,6I3mqTwhRpn34SLVafSH7G,5dGWwsZ9iB2Xc3UKR0gif2,1uNFoZAHBGtllmzznpCI3s,90,90,"['canadian pop', 'pop']",153190,2021-03-19,day
Amaranta,Medley Picaflor de Los Andes - Live Streaming New Year 2021 Remastered,5PraiQQAIkl0xw6pSFVX5h,06p353HTAmSxH9LhWsj5ce,18MbBAbtk2Knvmk75JXFqd,26,41,"['huayno peruano', 'tunantada']",1035420,2021-06-16,day
Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,1bTgKomQYSkKYPD9UI9W4b,53XhwfbYqKCa1cC15pYq2q,90,86,"['modern rock', 'rock']",173381,2021-10-28,day
France Gall,Laisse tomber les filles,0mU8byD07n6FLEOqxRJcz1,5pL4VA9ZMhKEstafBfBGYF,22HVxZPA6UhBp8wahxDA6I,42,54,"['chanson', 'french pop', 'ye ye']",133520,2021-12-16,day
Ed Sheeran,Shivers,50nfwKoDiSYg8zOCREWAm5,32iAEBstCjauDhyKpGjTuq,6eUKZXaKkcviH0Ku9w2n3V,91,90,"['pop', 'uk pop']",207853,2021-10-29,day
J.K.,Year 2021,4trDNqHFg6hfx8w9uni7lY,6hx31Q67IcymH93rxVNbro,5ZDdXySQnyOvq4PvZGVYX2,0,0,[],207750,2021-11-10,day
Yeat,Monëy so big,7BbaIYAdi3pg4MGl6PHwPv,1x55Z0fYARLdeJVjG2UESs,3qiHUAX7zY4Qnjx8TNUzVx,83,79,['pluggnb'],160052,2021-09-10,day
Amaranta,Mix de Huaylas - Live Streaming audio and video New Year 2021 remasterized,5Sr84YP8kcuQrT8RRtaNlO,1k0Bqa15hYvMjRGhJTHaDF,18MbBAbtk2Knvmk75JXFqd,25,41,"['huayno peruano', 'tunantada']",457619,2021-06-06,day
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK,622NFw5Yk0OReMJ2XWcXUh,7jVv8c5Fj3E9VhNjxT4snq,89,82,"['lgbtq+ hip hop', 'pop']",212000,2021-07-23,day
Lofi Fruits Music,A Thousand Years,3i3GT7ifoEhj3tNihcVxKC,35DIb6j45YmbHAfyN7HgaG,1dABGukgZ8XKKOdd2rVSHM,45,73,"['lo-fi cover', 'lo-fi product']",100440,2021-06-09,day
Billie Eilish,Happier Than Ever,4RVwu0g32PAqgUiJoXsdF8,0JGOiO34nwfUdDrD612dOp,6qqNVTkY8uBg9cP3Jd7DAH,89,87,"['art pop', 'electropop', 'pop']",298899,2021-07-30,day
Craze_Returned,Year 2021,65hIZYAYu3fxltrGK6frIn,7tDz42vPsDTtwh384hJOCw,18cwPwYirwKuV1s52HTWif,0,0,[],147216,2021-03-16,day
Carolina Gaitán - La Gaita,We Don't Talk About Bruno,52xJxFP6TqMuO4Yt0eOkMz,25L8ck3KGcmCo3901ztPzR,29PgYEggDV3cDP9QYTogwv,84,66,[],216120,2021-11-19,day
Dj Biffen,Merry Christmas and Happy New Year 2021 - Radio Edit,7h7yPyss4MIBVPXVeF83vg,5qfXHDvBM5eKFDiQIOrdGz,7K54lZmkO9dwqe22N27ftb,24,16,[],176362,2020-11-13,day
NEIKED,Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,2wcv0lHk5fUYyNGKugGa7q,5H6xmHXjsq98NLbEjuE29f,84,68,"['scandipop', 'tropical house']",160656,2021-09-24,day
Elvis Costello & The Attractions,(I Don't Want To Go To) Chelsea - 2021 Remaster,7uYyLVNjKY49L8o3AouXZd,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,43,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",190306,1978-03-17,day
Elton John,Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,5D8Rdb09BkmHscEGSWAlA6,3PhoLpVuITZKcymswpck5b,91,82,"['glam rock', 'mellow gold', 'piano rock']",202735,2021-08-13,day
Arnold Onea,YEAR 2021,1tSKyM7Sl77WBCp0Ha9mUi,4y1tndtGoeAllWGgAch0e1,3JzEf6R0RzMTK11uItTw6l,0,0,[],287691,2021-01-01,day
Morgan Wallen,Sand In My Boots,0uRrG2jRR5tuifsYIJHEao,6JlCkqkqobGirPsaleJpFr,4oUHIQIBe0LHzYfvXNW4QM,80,83,['contemporary country'],202133,2021-01-08,day
Elvis Costello & The Attractions,This Year's Girl - 2021 Remaster,1fdZTOJXydtRzCwBbHlJco,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,38,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",200853,1978-03-17,day
Jordan Davis,Buy Dirt,69AIpwGNLxr4qS1X5ynx60,2y9DFhTWC7QQJMvygK0TzO,77kULmXAQ6vWer7IIHdGzI,80,69,['contemporary country'],167480,2021-05-21,day
Fred again..,Kahan (last year),3IGsYYUDb4PrfrsP5tmjHd,0SFtIrRytNI4kcf93Tbhdf,4oLeXFyACqeem2VImYeBFe,45,63,[],216000,2021-11-19,day
Surf Curse,Freaks,7EkWXAI1wn8Ii883ecd9xr,5WjaIWthUR3AjA0UYG3jR5,1gl0S9pS0Zw0qfa14rDD3D,86,69,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']",147062,2021-05-15,day
Elvis Costello & The Attractions,No Action - 2021 Remaster,2GFakdGflCFgwFrJfZkvzK,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,37,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",121093,1978-03-17,day
Olivia Rodrigo,drivers license,5wANPM4fQCJwkGd4rN57mH,6s84u2TUpR3wdUv4NgKA2j,1McMsnEElThX1knmY4oliG,89,85,['pop'],242013,2021-05-21,day
Elvis Costello & The Attractions,Lipstick Vogue - 2021 Remaster,2PiNhvEBruOkFZ4g4IwtXo,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,36,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",213413,1978-03-17,day
The Rare Occasions,Notion,0sTlGEld0h8kIPZaKDYUf4,4Uf8BVznefnd2xZm2nRFUx,1QfpRUtH14JLoY6F6AYmwt,85,67,['la indie'],195120,2021-12-02,day
New West,Years Ago,6NdyWIS7wxMTombWPpzjqf,0dyTtlGRslN0ZOGtA4rTlx,69bG9tC62d8oTFC9aTTosn,40,59,['toronto indie'],194911,2022-01-14,day
Ed Sheeran,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,32iAEBstCjauDhyKpGjTuq,6eUKZXaKkcviH0Ku9w2n3V,91,90,"['pop', 'uk pop']",230746,2021-10-29,day
Sleep Repeat,Instant Dream pt. 2,0ceoqu3TyJDL7pzUn5yvPs,37DVIsx6AXvs9kfv2Otbzs,4CNKKEM3I7nv6nbWKjaMAU,41,49,[],71000,2021-12-23,day
Drake,Fair Trade (with Travis Scott),40iJIUlhi6renaREYGeIDS,3SpBlxme9WbeQdI9kx7KAV,3TVXtAsR1Inumwj472S9r4,85,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",291175,2021-09-03,day
015B,  (feat. ),43DzoI3qDPwwJBYG21Ij3G,0Gqz04ro60qAvB9JbGrsb6,4uU7KfTjcjyKUGWSaTzLu7,38,41,"['classic k-pop', 'k-indie', 'k-rock', 'korean electropop', 'korean pop']",169312,2022-02-24,day
Kodak Black,Super Gremlin,4A8cWXxKfIL3lAyUDzXbCF,0kxA9Bc8pamypR5GYXmeti,46SHBwWsqBkxI7EeeBEQG7,80,80,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']",200547,2021-10-30,day
Sleep Repeat,Sleepy Sounds for Rest,4SuUNK1CJRZSpyXlK2PSbM,2mxaZ1DgM6OwA7WJOhos3I,4CNKKEM3I7nv6nbWKjaMAU,39,49,[],71000,2021-12-26,day
Doja Cat,You Right,0k4d5YPDr1r7FX77VdqWez,1nAQbHeOWTfQzbOoFrvndW,5cj0lLjcoR7YOSnhnX0Po5,86,89,"['dance pop', 'pop']",186173,2021-06-25,day
Incognito,You Are In My System,2kSStoNv9O3SLvOXebvuVt,1gcxfIY8oeRYr203cTsjVP,5moJNCJeiNwuQAhDLJXULs,38,47,"['brit funk', 'modern funk']",343600,2021-11-19,day
GAYLE,abcdefu,4fouWK6XVHhzl78KzQ1UjL,6tUQPKlpR4x1gjrXTtOImI,2VSHKHBTiXWplO8lxcnUC9,90,73,['modern alternative pop'],168601,2021-08-13,day
Saliva,After Me - 2021 Version,5BJs3aDrKYBRkzrhaVxf89,2R65EtenDA8oYEM6x8J5Rq,5S6hjAxgxjsLylsTtMIimO,31,60,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']",234288,2021-05-07,day
Tiësto,The Motto,18asYwWugKjjsihZ0YvRxO,278z9UXJaMNDH9Bel9uAxV,2o5jDhtHVPhrJdv3cEQ99Z,90,81,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",164818,2021-11-04,day
Elvis Costello & The Attractions,Lip Service - 2021 Remaster,23acMIboTpqnM5kueS7GV8,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,29,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",159213,1978-03-17,day
Morgan Wallen,More Than My Hometown,5OELUCYgOHKFAvCERnAvfS,6JlCkqkqobGirPsaleJpFr,4oUHIQIBe0LHzYfvXNW4QM,79,83,['contemporary country'],216573,2021-01-08,day
Elvis Costello & The Attractions,You Belong To Me - 2021 Remaster,7LjcmjjxyEumIx8AOBVUij,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,29,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",143120,1978-03-17,day
Doja Cat,Get Into It (Yuh),0W6I02J9xcqK8MtSeosEXb,1nAQbHeOWTfQzbOoFrvndW,5cj0lLjcoR7YOSnhnX0Po5,84,89,"['dance pop', 'pop']",138293,2021-06-25,day
Lofi Fruits Music,Happiest Year,23Qct56Am9XhqZLR9VUJsp,35DIb6j45YmbHAfyN7HgaG,1dABGukgZ8XKKOdd2rVSHM,31,73,"['lo-fi cover', 'lo-fi product']",106640,2021-06-09,day
Olivia Rodrigo,favorite crime,5JCoSi02qi3jJeHdZXMmR8,6s84u2TUpR3wdUv4NgKA2j,1McMsnEElThX1knmY4oliG,86,85,['pop'],152666,2021-05-21,day
Elvis Costello & The Attractions,Little Triggers - 2021 Remaster,2N8YyefuTvFIbgCiCYoXVU,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,29,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",163640,1978-03-17,day
Drake,Way 2 Sexy (with Future & Young Thug),0k1WUmIRnG3xU6fvvDVfRG,3SpBlxme9WbeQdI9kx7KAV,3TVXtAsR1Inumwj472S9r4,83,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",257604,2021-09-03,day
Alesso,Leave A Little Love (Mixed) - Club Mix,0oGKDmrn3HQ4ih50iWD7sl,4OaMsk8VihZmMNIx8oYdoo,4AVFqumd2ogHFlRbKIjp1t,41,75,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",88813,2021-12-09,day
Polo G,RAPSTAR,18vXApRmJSgQ6wG2ll9AOg,7KSf6p0G0mZd7j60etVTwT,6AgTAQt8XS6jRWi4sX7w49,82,83,['chicago rap'],165925,2021-06-11,day
Elvis Costello & The Attractions,Living In Paradise - 2021 Remaster,3EWaYA9cYxeUHMaDMWqi0K,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,28,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",227080,1978-03-17,day
Doja Cat,Ain't Shit,5lAnYvAIkSDNXqfo7DyFUm,1nAQbHeOWTfQzbOoFrvndW,5cj0lLjcoR7YOSnhnX0Po5,83,89,"['dance pop', 'pop']",174253,2021-06-25,day
Saliva,Spyhunter - 2021 Version,646K2dKvCr8Nqy3XaSRHHM,2R65EtenDA8oYEM6x8J5Rq,5S6hjAxgxjsLylsTtMIimO,26,60,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']",262152,2021-05-07,day
Cafuné,Tek It,751srcHf5tUqcEa9pRCQwP,2dEf6lN5qYFQQy3Jd3ScHG,581C5Qwl87TskfBEzuoisu,82,68,['brooklyn indie'],191823,2021-07-20,day
Elvis Costello & The Attractions,Hand In Hand - 2021 Remaster,0U9ZdBYiBK6pstkX5e70Yj,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,28,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",156653,1978-03-17,day
Post Malone,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,6fgSKdHloRioPrZ9oJC7FH,246dkjvS1zLTtiykXe5h60,85,90,"['dfw rap', 'melodic rap', 'rap']",193506,2021-11-05,day
DKZ,2021 (Memories),0lPZVtjG2MPUwre5rpPPBF,1yL9GVXuWZa8t0ntUhe8wH,31eyTcfjAke5hFX3az3nRE,35,45,['k-pop boy group'],144000,2021-12-30,day
Cochise,Tell Em,7nc7mlSdWYeFom84zZ8Wr8,3OE8gkPLqI9zr3hlEz6ruQ,46HzS7yz0c9udVwtbHk1sx,82,69,"['plugg', 'pluggnb']",180379,2021-05-28,day
Dimitri Vegas,Pull Me Closer (Mixed) - Armin van Buuren Remix,4P77jSLoRzmZfgULcVLc09,4OaMsk8VihZmMNIx8oYdoo,2HkAI0YrEcgoR8QdaURqhO,41,63,['belgian edm'],61946,2021-12-09,day
Cody Johnson,'Til You Can't,4k3lPl8YTKuY8c1HelVnm3,3og8X1LYiVq3nPdMxpM9Wb,6zLBxLdl60ekBLpawtT63I,78,72,"['contemporary country', 'country road', 'texas country']",224213,2021-10-08,day
U2,"New Year's Day - Live From Red Rocks Amphitheatre, Colorado, USA / 1983 / Remastered 2021",6tBQZFVP2nvhUfc6gMQjF0,6DH7NyRvxnNBNVDoiS4tJu,51Blml2LZPmy7TTiAg47vQ,35,76,"['irish rock', 'permanent wave', 'rock']",287482,2021-03-25,day
Olivia Rodrigo,"jealousy, jealousy",0MMyJUC3WNnFS1lit5pTjk,6s84u2TUpR3wdUv4NgKA2j,1McMsnEElThX1knmY4oliG,86,85,['pop'],173160,2021-05-21,day
Dept,Next Year (feat. Will Jay),6ZAT4DKNdV9ohX5ypsEhSY,6qftgnADLBj7bZX3H1Gi3V,48JtfAggQQpfUXQNxkGm5U,33,56,['chill r&b'],173293,2021-12-26,day
Morgan Wallen,Cover Me Up,0mKnuxVkPi5h0kuvZl44VM,6JlCkqkqobGirPsaleJpFr,4oUHIQIBe0LHzYfvXNW4QM,78,83,['contemporary country'],293706,2021-01-08,day
SLANDER,Love Is Gone (Mixed) - Armin van Buuren Remix,39N0x2bHHkTqTUiI4iYOBl,4OaMsk8VihZmMNIx8oYdoo,20DZAfCuP1TKZl5KcY7z3Q,39,67,"['dubstep', 'edm', 'pop dance']",81200,2021-12-09,day
Bad Bunny,Yonaguni,2JPLbjOn0wPCngEot2STUS,6VSOIs13DaSG2IPilNviX5,4q3ewBCX7sLwd24euuV69X,89,100,"['latin', 'reggaeton', 'trap latino']",206710,2021-06-04,day
Elvis Costello & The Attractions,Night Rally - 2021 Remaster,53ZWOGMHGZFbp55aTbesUs,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,25,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",162506,1978-03-17,day
JVKE,this is what falling in love feels like,4UG2Fm0E98LhE2dlNxiAXx,61haUqRaA5Et20JVbArrmU,164Uj4eKjl6zTBKfJLFKKK,85,70,['modern indie pop'],120308,2021-09-03,day
Elvis Costello & The Attractions,Big Tears - 2021 Remaster,4xmvEwNnNbc49rPVMxG5tS,4RLIesiAVONV4fOUlOSmr4,4qmHkMxr6pTWh5Zo74odpH,24,54,"['art rock', 'folk rock', 'mellow gold', 'new wave pop', 'power pop', 'pub rock', 'rock']",191106,1978-03-17,day
ERNEST,Flower Shops (feat. Morgan Wallen),2ccuOtUjIyx3tPcsnpeBzJ,5gdgH8d7W2KwkK03Ea0vpi,4GGfAshSkqoxpZdoaHm7ky,77,63,['contemporary country'],214405,2021-12-31,day
Ilan Bluestone,Stardust & Madness (Mixed),7eMLjJqzsgH2z60PvGtJbY,4OaMsk8VihZmMNIx8oYdoo,1yoZuH2j43vVSWsOwYuQyn,36,47,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",59966,2021-12-09,day
Lost Frequencies,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,5YrOK7zze6egKg9a8WRcnD,7f5Zgnp2spUuuzKplmRkt7,92,77,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",148197,2021-07-30,day
015B,  (feat. ),52k6I8gmQGgDCbJhu3tlfE,0Gqz04ro60qAvB9JbGrsb6,4uU7KfTjcjyKUGWSaTzLu7,34,41,"['classic k-pop', 'k-indie', 'k-rock', 'korean electropop', 'korean pop']",210106,2022-02-24,day
Latto,Big Energy,6Zu3aw7FfjAF9WA0fA81Oq,58MbYehGOl5NAOdfWY5aHa,3MdXrJWsbVzdn6fe5JYkSQ,81,73,"['pop', 'trap queen']",173182,2021-09-24,day
Saliva,Spoonman - 2021 Version,3psaFVjImZJfCvanJ3mlZA,2R65EtenDA8oYEM6x8J5Rq,5S6hjAxgxjsLylsTtMIimO,22,60,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']",238096,2021-05-07,day
Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,4589OIFRZp41qbsp7TWFCx,0GM7qgcRCORpGnfcN2tCiB,89,78,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'trap latino']",207301,2021-10-05,day
Armin van Buuren,Sirius (Mixed),4KqgEV5NI6Kiw8IYIUI9cW,4OaMsk8VihZmMNIx8oYdoo,0SfsnGyD8FpIN4U4WCkBZ5,37,72,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",94213,2021-12-09,day
Elle King,Drunk (And I Don't Wanna Go Home),0QULNNd9z5s35entfiiXoa,6F6ZYE96lTFgzWotepEDhZ,3bhu7P5PfngueRHiB9hjcx,79,65,['modern blues rock'],245625,2021-02-26,day
Kryder,Rapture (Mixed),3f5TV9HVfgxN46T83VdGLV,4OaMsk8VihZmMNIx8oYdoo,1xfLBmx0n8DQri9HxJsq9O,36,50,"['edm', 'electro house', 'progressive electro house', 'progressive house', 'trance']",61920,2021-12-09,day
Lil Durk,Broadway Girls (feat. Morgan Wallen),3DZ8dbKg4OTSSqGARvecYd,021fiBoLY6KwQmgIvByEtG,3hcs9uc56yIGFCSy9leWe7,78,83,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",185600,2021-12-17,day
The National,29 Years - 2021 Remaster,7BeCxon082GMTXsHjzx7MS,68NmQ5XgjHsKYcJZJKkvSp,2cCUtGK9sDU2EoElnk0GNB,24,63,"['indie rock', 'modern rock']",170840,2001-07-02,day
SZA,I Hate U,5dXWFMwD7I7zXsInONVl0H,1hJUh5y1ggqqGsCivnRmHw,7tYKF4w9nC0nq9CsPZTHyP,81,82,"['pop', 'r&b']",174000,2021-12-03,day
Ferry Corsten,Bloodstream (Mixed),5K3rRAywkyxNeFHgrqPoZ1,4OaMsk8VihZmMNIx8oYdoo,2ohlvFf9PBsDELdRstPtlP,35,52,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",79560,2021-12-09,day
Russell Dickerson,She Likes It (feat. Jake Scott),6VVqPBFZIbcmv14zNfOc13,6w0l7fLsiJTgVAgoxMzBIu,1E2AEtxaFaJtH0lO7kgNKw,78,66,"['contemporary country', 'country', 'country road', 'modern country rock']",163311,2021-11-05,day
BigYear大年,她不是,0VK0IU02R19zSL4XoXEpR2,34eS2DCVgtbiJ7T36Zp4Qh,76qYUdftNRFmAeMCaVLhBv,34,29,['chinese hip hop'],257793,2021-10-27,day
AJR,World's Smallest Violin,3jHBgKdLCf46aP3HRI0WYv,1y2AzG31F4CuCKQ1rpIzaI,6s22t5Y3prQHyaHWUN1R1C,76,75,['modern rock'],180742,2021-03-26,day
York,Golden Hour (Mixed),6tRvdhn8a8WWBVKMRkXkXv,4OaMsk8VihZmMNIx8oYdoo,20L5MecnuNujUE6imrfK0Q,34,49,"['german techno', 'german trance', 'progressive house', 'trance', 'uplifting trance']",53008,2021-12-09,day
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,5dGWwsZ9iB2Xc3UKR0gif2,1uNFoZAHBGtllmzznpCI3s,88,90,"['canadian pop', 'pop']",198081,2021-03-19,day
Cosmic Gate,Feel It (Mixed),5fQa90l4pXmnCqBOfTlO7k,4OaMsk8VihZmMNIx8oYdoo,6ySxYu68zTsO5ghsThpGtS,35,52,"['edm', 'german techno', 'german trance', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",73840,2021-12-09,day
Farruko,Pepas,5fwSHlTEWpluwOM0Sxnh5k,2A5ksnhz7YWbRLvFMjX1j1,329e4yvIujISKGKz1BZZbO,89,84,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",287120,2021-06-24,day
